date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:04:22	124747/124747	---M-Z	200	added ('OK')	text/html	etag:%22288f2c-757e75556806%22	https://www.india.gov.in/official-website-ministry-finance-0	C:/My%20Web%20Sites/s2/www.india.gov.in/official-website-ministry-finance-0.html	(from )
19:04:22	927/927	---M-Z	200	added ('OK')	text/plain	etag:%2295e-590c2be480780%22	https://www.india.gov.in/robots.txt		(from )
19:04:22	5430/5430	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221536-5029eaa409200%22	https://www.india.gov.in/sites/upload_files/npi/files/favicon_0.ico	C:/My%20Web%20Sites/s2/www.india.gov.in/sites/upload_files/npi/files/favicon_0.ico	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:23	5428/5428	---M-Z	200	added ('OK')	text/css	etag:%221534-5e43e48cc3100%22	https://www.india.gov.in/modules/system/system.base.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/modules/system/system.basec09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:23	2035/2035	---M-Z	200	added ('OK')	text/css	etag:%227f3-5e43e48cc3100%22	https://www.india.gov.in/modules/system/system.menus.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/modules/system/system.menusc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:24	961/961	---M-Z	200	added ('OK')	text/css	etag:%223c1-5e43e48cc3100%22	https://www.india.gov.in/modules/system/system.messages.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/modules/system/system.messagesc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:24	20033/20033	---M-Z	200	added ('OK')	text/css	etag:%224e41-590c2ea638880%22	https://www.india.gov.in/sites/all/modules/contributed/calendar/css/calendar_multiday.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/sites/all/modules/contributed/calendar/css/calendar_multidayc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:24	3733/3733	---M-Z	200	added ('OK')	text/css	etag:%22e95-590c2eadd9a80%22	https://www.india.gov.in/sites/all/modules/contributed/date/date_api/date.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/sites/all/modules/contributed/date/date_api/datec09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:24	3722/3722	---M-Z	200	added ('OK')	text/css	etag:%22e8a-590c2eace5840%22	https://www.india.gov.in/sites/all/modules/contributed/date/date_popup/themes/datepicker.1.7.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/sites/all/modules/contributed/date/date_popup/themes/datepicker.1.7c09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:25	2294/2294	---M-Z	200	added ('OK')	text/css	etag:%228f6-590c2eaecdcc0%22	https://www.india.gov.in/sites/all/modules/contributed/date/date_repeat_field/date_repeat_field.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/sites/all/modules/contributed/date/date_repeat_field/date_repeat_fieldc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:25	550/550	---M--	200	added ('OK')	text/css	etag:%22226-5e43e48cc3100%22	https://www.india.gov.in/modules/field/theme/field.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/modules/field/theme/fieldc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:25	991/991	---M-Z	200	added ('OK')	text/css	etag:%223df-590c2e6fdc840%22	https://www.india.gov.in/sites/all/modules/contributed/logintoboggan/logintoboggan.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/sites/all/modules/contributed/logintoboggan/logintobogganc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:25	144/144	---M--	200	added ('OK')	text/css	etag:%2290-5e43e48cc3100%22	https://www.india.gov.in/modules/node/node.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/modules/node/nodec09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:25	564/564	---M--	200	added ('OK')	text/css	etag:%22234-5e43e48cc3100%22	https://www.india.gov.in/modules/search/search.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/modules/search/searchc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:26	1827/1827	---M-Z	200	added ('OK')	text/css	etag:%22723-5e43e48cc3100%22	https://www.india.gov.in/modules/user/user.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/modules/user/userc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:26	707/707	---M--	200	added ('OK')	text/css	etag:%222c3-5d3a4986ced30%22	https://www.india.gov.in/sites/all/modules/contributed/views/css/views.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/sites/all/modules/contributed/views/css/viewsc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:26	509/509	---M--	200	added ('OK')	text/css	etag:%221fd-590c2e777da40%22	https://www.india.gov.in/sites/all/modules/contributed/ctools/css/ctools.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/sites/all/modules/contributed/ctools/css/ctoolsc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
19:04:26	786/786	---M--	200	added ('OK')	text/css	etag:%22312-590c2ea914f40%22	https://www.india.gov.in/sites/all/modules/contributed/panels/css/panels.css?rg4z0h	C:/My%20Web%20Sites/s2/www.india.gov.in/sites/all/modules/contributed/panels/css/panelsc09a.css	(from https://www.india.gov.in/official-website-ministry-finance-0)
